4189;TIM MAIA;EU AMO VOCÊ;Toda vez que eu olho;BRA
4191;MARIA CREUZA;EU SEI QUE VOU TE AMAR;Eu sei que vou te amar;BRA
4192;KID ABELHA;EU SÓ PENSO EM VOCÊ;Saí de casa a procura de...;BRA
4193;DANIELA MERCURY;FEIJÃO DE CORDA;Compraria o mundo inteiro;BRA
4194;GAL COSTA;FOLHETIM;Se acaso me quiseres, sou...;BRA
4195;LEGIÃO URBANA;GIZ;Mesmo sem te ver acho ao...;BRA
4196;ALCIONE - DJAVAN;GOSTOSO VENENO;Esse amor me envenena;BRA
4197;FAT FAMILY;GULOSA;U hu a ha... Vem só você sabe como fazer;BRA
4198;VANESSA RANGEL;LEVE-ME DAQUI;Leve-me daqui... breve;BRA
4199;SÓ PRA CONTRARIAR;MACHUCA DEMAIS;Você machuca demais esse meu coração;BRA
4200;PEPÊ E NENEM;MAIS UMA VEZ;Eu sei que dá;BRA
4201;GRUPO DESEJOS;MEL NA MINHA BOCA;Olha a gente tem que...;BRA
4202;GIAN E GIOVANI;MIL CORAÇÕES;Já faz tanto tempo que saí...;BRA
4203;SEM COMPROMISSO;MINHA NASCENTE;Sempre que eu olho pra você;BRA
4204;OS TRAVESSOS;NEM TUDO ESTÁ PERDIDO;Nem tudo está perdido;BRA
4205;SANDY E JÚNIOR;NO FUNDO DO CORAÇÃO;Eu quero ser um lindo sonho pro teu coraç;BRA
4206;MARTINHO DA VILA;O SAMBA DO TRABALHADOR;Na segunda-feira, não vou trabalhar;BRA
4207;KILOUCURA;PELA VIDA INTEIRA;Quero ter você custe o que...;BRA
4208;ZEZÉ DI CAMARGO E LUCIANO;PIOR É TE PERDER;Quanta gente a gente vive;BRA
4209;ROBERTO CARLOS;PROPOSTA;Eu te proponho nós nos amarmos;BRA
4210;JERRY ADRIANI;QUERIDA;Querida quero lhe dizer que...;BRA
4211;SANDRA DE SÁ;RETRATOS E CANÇÕES;Hoje eu me peguei;BRA
4212;CIDADE NEGRA;SÁBADO À NOITE;Todo mundo espera alguma coisa;BRA
4213;JOTA QUEST;SEMPRE ASSIM;Sete e quinze eu acordo e...;BRA
4214;ROUPA NOVA;SENSUAL;Nada a dizer antes de sentir;BRA
4215;LEANDRO E LEONARDO;SOLIDÃO POR PERTO;Um dia só é muito pouco...;BRA
4216;CHITÃOZINHO E XORORÓ;TE ESQUECER É IMPOSSÍVEL (NOT THAT DI;Você ainda nem me disse por que tudo;BRA
4217;ANGÉLICA;TERRA DO NUNCA;Lápis de cor, bicicleta, bom bom;BRA
4218;ROUPA NOVA;TÍMIDA;Lábios com sabor de hortelã...;BRA
4219;ELIS REGINA;VELHA ROUPA COLORIDA;Você não sente, não vê;BRA
4220;ED MOTTA;VOCÊ MENTIU PRA MIM;É um absurdo quase o fim;BRA
4221;AGOSTINHO DOS SANTOS;A FELICIDADE;Tristeza não tem fim felicidade;BRA
4222;WANDO;A PRÓXIMA VÍTIMA;Quem é que está fazendo amor;BRA
4223;JOSÉ AUGUSTO;ALMA E CORAÇÃO;Quem é você que conquistou...;BRA
4224;MARCELLO MARCKY;ALMA METADE;Sei que um dia eu vou encontrar;BRA
4225;WANDO;AQUELE AMOR QUE FAZ GOSTOSO ME DEI;Eu era tão feliz eu tinha um grande a;BRA
4226;CHITÃOZINHO E XORORÓ;ATÉ QUE TE CONHECI;Eu vivia tão contente, tão alegre e;BRA
4227;NEGRITUDE JÚNIOR;BOM DIA;A melhor coisa do mundo é...;BRA
4228;GIAN E GIOVANI;CAÍ NO LAÇO;Caí no laço no laço do seu...;BRA
4229;LEONARDO;CANÇÃO DO TERCEIRO MILÊNIO;Meu Deus eu te peço durante a passagem;BRA
4230;AMADO BATISTA;COMO NA PRIMEIRA VEZ;Quando o amor nos acontece;BRA
4231;PAULO RICARDO;COMO SE FOSSE A PRIMEIRA VEZ;Desde que eu te conheci;BRA
4232;DANIEL;DAQUI NÃO SAIO;Eu já fiquei prisioneiro do seu coração;BRA
4233;RICK E RENNER;ENROSCA, ENROSCA;Se enrosca meu amor se enrosca em mim;BRA
4234;REGINALDO ROSSI;EU DEVIA TE ODIAR;Eu devia te odiar;BRA
4235;NELSON GONÇALVES;FICA COMIGO ESTA NOITE;Fica comigo esta noite...;BRA
4236;KATINGUELÊ;INARAÍ;Seu corpo é o mar por onde...;BRA
4237;ELYMAR SANTOS;JAMAIS DEIXEI DE AMAR VOCÊ;Tá certo, não tenho palavras pra me;BRA
4238;LEANDRO E LEONARDO;LÁGRIMAS DO CÉU;Desde que se foi nunca mais...;BRA
4239;SIMONE;LOCA;Loca loca al sentirme;ESP
4240;OS TRAVESSOS;MARAVILHA TE AMAR;Por que você não larga;BRA
4241;SAMPA CREW;ME DÊ UMA CHANCE;Amor escrevo essa carta e me abro;BRA
4242;DANIELA MERCURY;MINAS COM BAHIA;Sacudir estrelas despertar...;BRA
4243;CLEITON E CAMARGO;NA HORA DE AMAR;Seu olhar sempre está muito longe;BRA
4244;RICK E RENNER;O QUE É QUE ELA TEM!;Já sofri por ela já bebi por ela;BRA
4245;CLEITON E CAMARGO;OUTRA CHANCE;Se você está sozinha em sua casa;BRA
4246;RAÇA NEGRA;PERDI VOCÊ;Hoje me lembro com tristeza;BRA
4247;LUIZ MELODIA;PÉROLA NEGRA;Tente passar pelo que estou passando;BRA
4248;GIAN E GIOVANI;PROCURANDO AMOR;Eu ando procurando amor por...;BRA
4249;MAURÍCIO MATTAR;QUEM MANDOU!;Quem mandou você gostar de mim;BRA
4250;FAGNER - ZEZÉ E LUCIANO;RETROVISOR;Onde a máquina me leva não há nada;BRA
4251;TERRASAMBA;ROMÂNTICO LÍRICO;Você já tá careca de saber;BRA
4252;CHRYSTIAN E RALF;SEM DOCUMENTO;Deixa-me atravessar o vento sem documen;BRA
4253;MICHAEL SULLIVAN;SEMPRE VOU TE AMAR;Eu preciso de você;BRA
4254;EVALDO BRAGA;SORRIA, SORRIA;Sorria meu bem Sorria;BRA
4255;GRUPO RAÇA;TE AMO;Eu sei... Que eu te amo demais...;BRA
4256;HARMADILHA;TEMPESTADE;Nem o céu nem a dor nem as...;BRA
4257;SÉRGIO REIS;TOCANDO EM FRENTE;Ando devagar porque já tive pressa;BRA
4258;FUNDO DE QUINTAL;VERDADEIRA CHAMA;Guiding dingue digueô... Oba... Quem ama;BRA
4259;LEANDRO E LEONARDO;VIÚVA NOVA;Desce uma loira bem gelada...;BRA
4260;BANDA MAGNÍFICOS;VOLTE PRA MIM;Se me amas abra logo o jogo;BRA
4261;RIONEGRO E SOLIMÕES;A GENTE SE ENTREGA;Uma dose de saudade misturada com;BRA
4262;REGINALDO ROSSI;A RAPOSA E AS UVAS;Lembro com muita saudade daquele baile;BRA
4263;OSWALDO MONTENEGRO;AGONIA;Se fosse resolver iria te dizer;BRA
4264;MAURÍCIO MANIERI;BEM QUERER;Uh baby eu ontem tive um sonho;BRA
4265;ROUPA NOVA;CANÇÃO DE VERÃO;É como um sol de verão queimando no;BRA
4266;RICK E RENNER;CARA DE PAU;Eu não tenho vergonha na cara;BRA
4267;MICHAEL SULLIVAN;CORAÇÃO VAZIO;Vem ficar na minha vida;BRA
4268;JAIR RODRIGUES;DISPARADA;Prepare o seu coração...;BRA
4269;CIDADE NEGRA;EU TAMBÉM QUERO BEIJAR;A flor do desejo e do mara...;BRA
4270;ROBERTO CARLOS;EU TE DAREI O CÉU;Eu te darei o céu meu bem;BRA
4271;QUARTETO EM CY - MPB4;FALANDO DE AMOR;Se eu pudesse por um dia esse amor e;BRA
4272;SOWETO;FAROL DAS ESTRELAS;Voei de prazer no céu de anil;BRA
4273;DONIZETE;GALOPEIRA (GALOPERA);Foi num baile em Assuncion;BRA
4274;SÓ PRA CONTRARIAR;INTERFONE;A cidade já pegou no sono;BRA
4275;É O TCHAN;LAMBA TCHAN;Pi pará pirô... Dance... Vai vai vai levante as;BRA
4276;CAETANO VELOSO;LONDON LONDON;I'm wandering round and round;EUA
4277;INEZITA BARROSO;LUAR DO SERTÃO;Não há ó gente ó não luar...;BRA
4278;LEONARDO;MANO;Mano você é meu sangue mais que um;BRA
4279;TITÃS;MARVIN;Meu pai não tinha educação;BRA
4280;KILOUCURA;MEU CASAMENTO;Você dividiu meu coração...;BRA
4281;ZÉ RAMALHO;MISTÉRIOS DA MEIA NOITE;Mistérios da meia noite que voam longe;BRA
4282;CLARA NUNES;MORENA DE ANGOLA;Morena de Angola;BRA
4283;RAIMUNDOS;MULHER DE FASES;Que mulher ruim jogou minhas coisas fora;BRA
4284;LEONARDO;NAMORO NOVO;Tá se agarrando se esfregando tá gostoso;BRA
4285;KARAMETADE;NUNCA VOU DEIXAR VOCÊ;Não mudou nada em mim...;BRA
4286;CAETANO VELOSO;O LEÃOZINHO;Gosto muito de te ver leãozinho;BRA
4287;JOTA QUEST;O VENTO;Voe por todo mar e volte aqui...;BRA
4288;GILBERTO GIL;PALCO;Uá pá pá pá... Subo nesse...;BRA
4289;ZEZÉ DI CAMARGO E LUCIANO;PARE;Pare até quando você quer;BRA
4290;MARTINHO DA VILA;PRA PODER TE AMAR;O amor não tem cor o amor não tem ida;BRA
4291;CHARLIE BROWN JR.;PROIBIDA PRA MIM;Ela achou o meu cabelo engraçado;BRA
4292;GANG DO SAMBA;RAIMUNDA;Essa menina tá de brincadeira...;BRA
4293;SECOS E MOLHADOS;ROSA DE HIROSHIMA;Pensem nas crianças mudas telepáticas;BRA
4294;LEANDRO E LEONARDO;RUMO A GOIÂNIA;É noite o carro está rugindo...;BRA
4295;SIDNEY MAGAL;SANDRA ROSA MADALENA;Quero vê-la sorrir Quero vê-la cantar...;BRA
4296;MORAES MOREIRA;SINTONIA;Escute essa canção;BRA
4297;IVETE SANGALO;TÁ TUDO BEM;Chegou e me levou como uma...;BRA
4298;TIM MAIA;TELEFONE;Alô, Alô quem fala?;BRA
4299;OS TRAVESSOS;TU MANDAS NO MEU CORAÇÃO;Não sei quanto tempo o tempo deixou;BRA
4300;BRUNO E MARRONE;VIDA VAZIA;Depois que você foi embora;BRA
4301;CIDADE NEGRA;A COR DO SOL;Amor estamos atravessando;BRA
4302;BRUNO E MARRONE;AGARRADA EM MIM;Enquanto a cidade dorme eu aqui me;BRA
4303;BANDA MAGNÍFICOS;AMOR ESCONDIDO;Esquece tudo que te ensinaram;BRA
4304;FAFÁ DE BELÉM;AVE MARIA;Ave Maria nos seus andores;BRA
4305;LEONARDO;BOTO PRA REMEXER;Sou louco por forró e arrasta-pé;BRA
4306;NENHUM DE NÓS;CAMILA, CAMILA;Depois da última noite...;BRA
4307;ZECA PAGODINHO;CORAÇÃO EM DESALINHO;Numa estrada dessa vida eu te conheci;BRA
4308;KARAMETADE;DANDÁ;Teu sorriso despertou em mim...;BRA
4309;PATO FÚ;DEPOIS;Não foi dessa vez mas pode ter certeza;BRA
4310;RAÇA NEGRA;DEUS ME LIVRE;Te amo mas não quero;BRA
4311;FAT FAMILY;EU NÃO VOU;Thu ru ru ru... Se você demorar eu não vou;BRA
4312;RIONEGRO E SOLIMÕES;FALTA VOCÊ;O dia vai se acabando a tarde vai se;BRA
4313;FÁBIO JR.;FELICIDADE;Um jeito, um gesto envolto de ternura;BRA
4314;DUDU NOBRE;FELIZ DA VIDA;Neném vem me dar um pouquinho;BRA
4315;PAULINHO DA VIOLA;FOI UM RIO QUE PASSOU EM MINHA VIDA;Se um dia meu coração...;BRA
4316;ANA CAROLINA;GARGANTA;Minha garganta estranha quando não te;BRA
4317;SANDY E JÚNIOR;IMORTAL (IMMORTALITY);É bem assim que estou é tudo que restou;BRA
4318;CAPITAL INICIAL;INDEPENDÊNCIA;Toda essa curiosidade;BRA
4319;CHICO BUARQUE - NARA LEÃO;JOÃO E MARIA;Agora eu era o herói;BRA
4320;ROBERTO CARLOS;LADY LAURA;Tenho às vezes vontade de ser;BRA
4321;ASA DE ÁGUIA;MARÉ MANSA;Amor não dá pra te aturar desse jeito;BRA
4322;KATINGUELÊ;MINHA DEUSA;Acordo pensando em você e o...;BRA
4323;ARA KETU;MINHA RAZÃO DE VIVER;Como eu digo ao meu coração;BRA
4324;PEPÊ E NENEM;NA MAIOR;Lua de cristal sonho perigoso de viver;BRA
4325;JANE E HERONDY;NÃO SE VÁ;Não se vá eu já não posso...;BRA
4326;ELIS REGINA;O MESTRE-SALA DOS MARES;Há muito tempo nas águas da Guanabara;BRA
4327;AMADO BATISTA;O POBRETÃO;Que pena que eu não posso ser;BRA
4328;PE. FÁBIO DE MELLO;O VIRA DE JESUS;E os homens por que vieram;BRA
4329;XUXA;PAGOXU;Baixinhos baixinhas altinhos altinhas;BRA
4330;SENSAÇÃO;PALMA DA MÃO;Vamo pro pagode Mané o tantan é a;BRA
4331;SÉRGIO REIS;PINGA NI MIM;Nesta casa tem goteira pinga ni mim;BRA
4332;ELIANA;PRIMAVERA;Respiramos alegria é a primavera;BRA
4333;MARTINHO DA VILA;PRO AMOR RENDER;Faço tudo o que tem de fazer;BRA
4334;RPM;RÁDIO PIRATA;Abordar navios mercantes;BRA
4335;PATRULHA DO SAMBA;RALA NO PEZINHO;Menina chega pra cá;BRA
4336;MASTRUZ COM LEITE;RETRATO DE UM FORRÓ;Quando tu balança dá um nó na minha;BRA
4337;JOANNA;TÔ FAZENDO FALTA;Ontem te encontrei você estava...;BRA
4338;DANIEL;VAI DAR SAMBA;Gosto e isso não é nenhum segredo;BRA
4339;EXALTASAMBA;VEM PRA FICAR COMIGO;Me bateu a saudade cadê você, cadê;BRA
4340;CHARLIE BROWN JR.;ZÓIO DE LULA;Tirou a roupa entrou no mar;BRA
4341;DANIEL;A GATA DO MILÊNIO;Ela dança ela mexe ela dança ela me;BRA
4342;RAIMUNDOS;A MAIS PEDIDA;Nesse show não entra menor;BRA
4343;DJAVAN;AÇAÍ;Solidão de manhã poeira tomando;BRA
4344;ART POPULAR;AGAMAMOU;A galera lá do morro do Salgueiro e;BRA
4345;CHITÃOZINHO E XORORÓ;ALÔ;Alô tô ligando pra saber como você e;BRA
4346;LOS HERMANOS;ANNA JÚLIA;Quem te vê passar assim por mim;BRA
4347;SANDY E JÚNIOR;AS QUATRO ESTAÇÕES;A noite cai o frio desce;BRA
4348;IVETE SANGALO;CANIBAL;Morava numa ilha perdida e...;BRA
4349;GIAN E GIOVANI;DOIS CORAÇÕES;Rolo na cama dormir não...;BRA
4350;NILTON CÉSAR;FÉRIAS NA ÍNDIA;À Índia fui em férias passear;BRA
4351;BALA, BOMBOM E CHOCOLATE;FISSURAS DE UM CASAL;Hoje eu acordei e ouvi a nossa canção;BRA
4352;ROBERTO CARLOS;FORÇA ESTRANHA;Eu vi um menino correndo eu vi o tem;BRA
4353;HINO NACIONAL BRASILEIRO;HINO NACIONAL BRASILEIRO;Ouviram do Ipiranga às margens...;BRA
4354;JUVENTUDE SA;HISTÓRIA DE AMOR;E foi assim que tudo aconteceu...;BRA
4355;LEGIÃO URBANA;HOJE A NOITE NÃO TEM LUAR;Ela passou do meu lado...;BRA
4356;PE. FÁBIO DE MELLO;IÊ IÊ IÊ DE JESUS;Iê iê iê... Ou ou ou... Reza reza reza;BRA
4357;RITA LEE;JARDINS DA BABILÔNIA;Suspenderam os jardins da Babilônia;BRA
4358;GONZAGUINHA;LINDO LAGO DO AMOR;E quem que viu o bem-te-vi...;BRA
4359;PENINHA;MATEMÁTICA;Você gosta de sonhar olhando as estrelas;BRA
4360;LEONARDO;MENTIRA QUE VIROU PAIXÃO;Tinha que ser você mas o destino não;BRA
4361;ANGÉLICA;MEU HERÓI;Ele é meu herói príncipe encantado;BRA
4362;RICK E RENNER;MULEKA;Gruda gruda na cintura da muleka;BRA
4363;FRANK AGUIAR;MULHER MADURA;Mulher nova é muito boa mas a madura;BRA
4364;SECOS E MOLHADOS;MULHERES DE ATENAS;Mirem-se no exemplo daquelas mulheres;BRA
4365;ROBERTA MIRANDA;NO CORAÇÃO A PAIXÃO NA CABEÇA O CIÚ;Depois de tanta solidão mil vezes o m;BRA
4366;ROSANA;O AMOR E O PODER;A música na sombra o ritmo no ar;BRA
4367;LUIZ GONZAGA;OVO DE CODORNA;Eu quero ovo de codorna pra comer;BRA
4368;P.O. BOX;PAPO DE JACARÉ;Tô viajando na onda dessa menina;BRA
4369;BARÃO VERMELHO;POR VOCÊ;Por você eu dançaria tango no teto;BRA
4370;AGNALDO TIMÓTEO;QUEM É;Quem é que não sofre por alguém;BRA
4371;SÓ PRA CONTRARIAR - GLORIA ESTEFAN;SANTO SANTO;De joelhos eu te peço escute a minha;BRA
4372;BABY DO BRASIL (BABY CONSUELO);SEM PECADO E SEM JUÍZO;Dia após dia começo a encontrar;BRA
4373;ZEZÉ DI CAMARGO E LUCIANO;SERÁ QUE FOI SAUDADE;Diga logo o que te trouxe aqui;BRA
4374;FÁBIO JR.;SEU MELHOR AMIGO;Olha menina mostra o seu ...;BRA
4375;RIONEGRO E SOLIMÕES;SÓ LEMBRANÇAS;Pra quem vive de saudade;BRA
4376;ANTÔNIO MARCOS;SONHOS DE UM PALHAÇO;Vejam só que história boba...;BRA
4377;IRA!;TEOREMA;Não vá embora fique um pouco...;BRA
4378;SOWETO;TUDO FICA BLUE;Tudo fica blue quando o sol se põe;BRA
4379;ALMIR SATER;UM VIOLEIRO TOCA;Quando uma estrela cai no escurão da;BRA
4380;KLEITON E KLEDIR;VIRA VIROU;Vou voltar na primavera...;BRA
4381;SANDRO E GUSTAVO;A GARAGEM DA VIZINHA;Lá na rua onde eu moro conheci uma;BRA
4382;PIXOTE;A LUA E EU;Tanto tempo se passou a lua e eu;BRA
4383;HARMONIA DO SAMBA;AGACHADINHO;Tem gente que só anda de...;BRA
4384;GOLDEN BOYS;ALGUÉM NA MULTIDÃO;Se você perdeu um amor como...;BRA
4385;ZEZÉ DI CAMARGO E LUCIANO;AMOR SELVAGEM;Amor selvagem vejo em seu olhar;BRA
4386;DANIEL;AO MEU LADO OUTRA VEZ;Caminhos tem o céu mistérios tem o ma;BRA
4387;SANDY E JÚNIOR;APRENDER A AMAR;Ô uô ô ô... Tenho um segredo pra contar;BRA
4388;PARALAMAS DO SUCESSO;ASSALTARAM A GRAMÁTICA;Assaltaram a gramática uo ô;BRA
4389;RIONEGRO E SOLIMÕES;BATE O PÉ;Alô galera bate a mão e bate o pé;BRA
4390;CAZUZA;BRASIL;Não me convidaram pra esta festa pobre;BRA
4391;OS MORENOS;CORDEIRINHO;Não vou negar eu faço jus à fama;BRA
4392;KARLOS E ALESSANDRO;DEIXA;Dentro desse teu sorriso eu...;BRA
4393;MARISA MONTE;EU SEI;Um dia eu vou estar à toa;BRA
4394;TRIO ESPERANÇA;FILME TRISTE;Filme triste que me fez chorar;BRA
4395;RICK E RENNER;FIM DE SEMANA;Do jeito que você me olha você me;BRA
4396;DANIELA MERCURY;ILÊ PÉROLA NEGRA;O canto do negro veio lá do alto;BRA
4397;KID ABELHA;LÁGRIMAS E CHUVA;Eu perco o sono e choro...;BRA
4398;FAT FAMILY;MADRUGADA;Êh ei eh... Sharira... Eu gosto é da madruga;BRA
4399;AGNALDO TIMÓTEO;MEU GRITO;Se eu demoro mais aqui eu vou morrer;BRA
4400;LAIRTON E SEUS TECLADOS;MORANGO DO NORDESTE;Estava tão tristonho quando...;BRA
4401;PEPÊ E NENEM;NADA ME FAZ ESQUECER;Na na na... Se você for embora vou fingir;BRA
4402;ROBERTO CARLOS;NAMORADINHA DE UM AMIGO MEU;Estou amando loucamente;BRA
4403;SÓ PRA CONTRARIAR;NÃO CHORA;Quando eu era o seu amor não havia;BRA
4404;MENUDO;NÃO SE REPRIMA (NO TE REPRIMAS);Canta dança sem parar;BRA
4405;GIAN E GIOVANI;NEM DORMINDO CONSIGO TE ESQUECER;Não é fácil ficar sem você...;BRA
4406;NATIRUTS;O CARCARÁ E A ROSA;Olhe vá em frente não se...;BRA
4407;MAURÍCIO MANIERI;PENSANDO EM VOCÊ;Meu amor hoje eu acordei;BRA
4408;LOS HERMANOS;PRIMAVERA;Primavera se foi e com ela meu amor;BRA
4409;CAETANO VELOSO;QUALQUER COISA;Esse papo já tá qualquer coisa;BRA
4410;ART POPULAR;QUANDO VOCÊ ME BEIJA;Um beijo durante aquele amor;BRA
4411;ERASMO CARLOS;SENTADO À BEIRA DO CAMINHO;Eu não posso mais ficar aqui;BRA
4412;VINNY;TE ENCONTRAR DE NOVO;Ié ié thubi down... A ha me lembro de você;BRA
4413;SOWETO;TEMPO DE APRENDER;Dei tanto amor pra você mas você não;BRA
4414;OS TRAVESSOS;TÔ TE FILMANDO (SORRIA);Toda vez que eu vejo você sinto uma;BRA
4415;ELIS REGINA;UPA NEGUINHO;Upa neguinho na estrada upa pra lá e;BRA
4416;CHICO BUARQUE;VAI PASSAR;Vai passar nessa avenida um samba;BRA
4417;ZECA PAGODINHO;VAI VADIAR;Eu quis te dar um grande amor;BRA
4418;JOÃO PEDRO E CRISTIANO;VIDA CIGANA;Ó meu amor não fique triste...;BRA
4419;AS MENINAS;XIBOM BOMBOM;Bom xibom xibom bombom bom xibom xib;BRA
4420;ENRIQUE IGLESIAS - SANDY E JÚNIOR;YOU'RE MY #1;I've kissed the moon a million times;BRA
4421;ROBERTO CARLOS;A GUERRA DOS MENINOS;Hoje eu tive um sonho que foi o mais;BRA
4422;GIAN E GIOVANI;A VERDADE VEIO À TONA;Quando o coração Não sabe...;BRA
4423;TITÃS;ALUGA-SE;A solução pro nosso povo eu vou dar;BRA
4424;MARISA MONTE;AMOR I LOVE YOU;Deixa eu dizer que te amo;BRA
4425;ELIS REGINA;ATRÁS DA PORTA;Quando olhaste bem Nos olhos meus;BRA
4426;DIANA PEQUENO;BLOWIN' IN THE WIND;Quantos caminhos um homem deve andar;BRA
4427;ANTÔNIO FAGUNDES;CANTO ALEGRETENSE;Não me perguntes onde fica o Alegrete;BRA
4428;JERRY ADRIANI;COM TERNURA;Vem comigo, vem sentir como...;BRA
4429;GRETCHEN;CONGA CONGA CONGA;Conga conga conga... Conga la...;BRA
4430;FAFÁ DE BELÉM;CORAÇÃO DO AGRESTE;Regressar é reunir Dois lados;BRA
4431;SÓ PRA CONTRARIAR;DE CORPO SEM ALMA;Às vezes a solidão;BRA
4432;ROBERTO CARLOS;DE TANTO AMOR;Ah! Eu vim aqui amor só pra me despedir;BRA
4433;LEONARDO;DEIXARIA TUDO;Já tentei te convencer de tudo quanto;BRA
4434;IVAN LINS;DEPENDE DE NÓS;Depende de nós...;BRA
4435;ART POPULAR;DIZEM QUE A FELICIDADE;Dizem que a felicidade é um momento;BRA
4436;WANDO;É AMOR;De repente Eu paro de estalo;BRA
4437;WANDERLÉA - RENATO E SEUS BLUE CAPS;EXÉRCITO DO SURF;Nós somos jovens Jovens jovens;BRA
4438;PIXOTE;FRENESI;Nada se compara ao nosso amor;BRA
4439;RIONEGRO E SOLIMÕES;FRIO DA MADRUGADA;Sei que você quer voltar Quem sou eu pra;BRA
4440;RPM;LOURAS GELADAS;Disfarça e faz que nem me viu;BRA
4441;EXALTASAMBA;MEGASTAR;Pra te amar me desenhei um megastar;BRA
4442;OS TRAVESSOS;MEU QUERUBIM;Sempre quando A noite vem;BRA
4443;ZEZÉ DI CAMARGO E LUCIANO;MEXE QUE É BOM;Fim de semana de novo eu tô no meio;BRA
4444;P.O. BOX;NÃO TÔ ENTENDENDO;Conheci uma garota Supergata de;BRA
4445;DUDU NOBRE;NO MEXE MEXE NO BOLE BOLE;Tô querendo Esse seu amor;BRA
4446;FUNDO DE QUINTAL;NOSSO GRITO;Você já não quer mais amar;BRA
4447;GANG 90 E ABSURDETTES;NOSSO LOUCO AMOR;Nosso louco amor está em seu...;BRA
4448;CHITÃOZINHO E XORORÓ;O AMOR É MAIS FORTE;Tenho andado tão sozinho Segurando a;BRA
4449;FRANK AGUIAR;O HINO DAS LOIRAS;Forró forró forró Frank Aguiar;BRA
4450;FAT FAMILY;OH HAPPY DAY;Oh happy day oh happy day;EUA
4451;ERASMO CARLOS;PEGA NA MENTIRA;Zico tá no Vasco com Pelé;BRA
4452;PERLA;PEQUENINA;Pequenina do meu amor;BRA
4453;NETINHO;PRA SEMPRE EU VOU TE AMAR;Quanto tempo longe de você;BRA
4454;CAZUZA;QUASE UM SEGUNDO;Eu queria ver No escuro do mundo;BRA
4455;DANIEL;QUE ERA EU;Um dia você vai procurar por mim;BRA
4456;AS MENINAS;SAMBA DA NEGA MALUCA;Afe Maria Ô nega danada;BRA
4457;IVETE SANGALO;SE EU NÃO TE AMASSE TANTO ASSIM;Meu coração sem direção...;BRA
4458;ADRYANA E A RAPAZIADA;SÓ FALTAVA VOCÊ;Só faltava você pra completar;BRA
4459;SKANK;TRÊS LADOS;Escutei alguém abrir os portões é;BRA
4460;RICK E RENNER;VEM ME NAMORAR;Você revolucionou a minha vida;BRA
4461;KLB;A DOR DESSE AMOR;Perdoa se estou Te ligando...;BRA
4462;TIM MAIA;A FESTA DO SANTO REIS;Hoje é o dia De Santo Reis;BRA
4463;SANDRA DE SÁ;AGORA EU SEI;Você me diz Que eu sou seu ar;BRA
4464;PENINHA;ARREPIA;Nós estamos dando certo;BRA
4465;ALTEMAR DUTRA;BALADA TRISTE;Balada triste Que me faz lembrar alguém;BRA
4466;KARAMETADE;COMO É QUE VOU FAZER;E quando a gente Se encontrar...;BRA
4467;DANIELA MERCURY;COMO VAI VOCÊ;Como vai você;BRA
4468;CAUBY PEIXOTO;CONCEIÇÃO;Conceição eu me lembro Muito bem;BRA
4469;ROBERTO CARLOS;CUSTE O QUE CUSTAR;Já nem sei dizer Se sou feliz ou não;BRA
4470;ZEZÉ DI CAMARGO E LUCIANO;DA BOCA PRA FORA;Pode tudo se perder Posso até enlouquece;BRA
4471;ROUPA NOVA;DEIXA O AMOR ACONTECER;Qualquer coisa No meu coração;BRA
4472;VERÔNICA SABINO;DEMAIS;Foi um vento que passou Que te trouxe;BRA
4473;GILBERTO GIL;ESPERANDO NA JANELA;Ainda me lembro Do seu...;BRA
4474;MOACYR FRANCO;EU TE DAREI BEM MAIS;Pelo menos desta vez;BRA
4475;AS MENINAS;EU TENHO A MANHA;Saiu de casa e foi...;BRA
4476;JORGE ARAGÃO;FEITIO DE PAIXÃO;Queria o prazer do amor assim...;BRA
4477;SÉRGIO REIS;FILHO ADOTIVO;Com sacrifício eu criei meus sete filhos;BRA
4478;DANIEL;FLOR E COLIBRI;Eu queria talvez Que você...;BRA
4479;GIAN E GIOVANI;GOL DO CORAÇÃO;Bola da direita Pra esquerda...;BRA
4480;REGINALDO ROSSI;LEVIANA;Eu te amei me entreguei;BRA
4481;MARTINHO DA VILA;MADALENA DO JUCU;Madalena Madalena Você é meu bem que;BRA
4482;EXALTASAMBA;MAIS UMA VEZ;Ainda procuro um jeito;BRA
4483;TONICO E TINOCO;MORENINHA LINDA;Meu coração tá pisado;BRA
4484;RODRIGO FARO;NÃO DIGA NADA;Olha pra mim Não diga nada;BRA
4485;NEGRITUDE JÚNIOR;NÃO VOU NEGAR;Não vou negar Você ficou...;BRA
4486;PAULO SÉRGIO;NO DIA EM QUE PARTI;No dia em que parti Você chorou;BRA
4487;MARISA MONTE;O QUE ME IMPORTA;O que me importa Seu carinho agora;BRA
4488;SANDY E JÚNIOR;OLHA O QUE O AMOR ME FAZ;Meu coração bate Ligeiramente apertado;BRA
4489;JOTA QUEST;OXIGÊNIO;Mesmo com a fumaça Dá para...;BRA
4490;ART POPULAR;POR DEUS;De manhã o sol me diz...;BRA
4491;DEBORAH BLANDO;PRÓPRIAS MENTIRAS;Cuide do seu nariz Você fala demais;BRA
4492;TWISTER;QUARENTA GRAUS;Yeah yeah Nada mal a cada dia;BRA
4493;SÓ PRA CONTRARIAR;QUEM DERA;A noite madrugou Se fez manhã;BRA
